id,imdb_id,name,popularity,image_resource
3194176,nm13112435,Angeli Khang,207.229,classpath:/static/images/celebs/img_3194176.jpg
2710789,nm13364301,Seung Ha,174.087,classpath:/static/images/celebs/img_2710789.jpg
2980860,nm4765467,Marianly Tejada,138.77,classpath:/static/images/celebs/img_2980860.jpg
6614,nm0369513,Cole Hauser,128.783,classpath:/static/images/celebs/img_6614.jpg
1373737,nm6073955,Florence Pugh,118.818,classpath:/static/images/celebs/img_1373737.jpg
21416,nm0001137,William Devane,118.066,classpath:/static/images/celebs/img_21416.jpg
1907997,nm9250205,Min Do-yoon,113.483,classpath:/static/images/celebs/img_1907997.jpg
1980651,nm7567974,Finn Little,112.899,classpath:/static/images/celebs/img_1980651.jpg
56457,nm0305083,Aimee Garcia,107.949,classpath:/static/images/celebs/img_56457.jpg
1972974,nm8908475,Isabel May,106.253,classpath:/static/images/celebs/img_1972974.jpg
1136406,nm4043618,Tom Holland,104.302,classpath:/static/images/celebs/img_1136406.jpg
33260,nm0005327,Freddie Prinze Jr.,104.267,classpath:/static/images/celebs/img_33260.jpg
976,nm0005458,Jason Statham,97.811,classpath:/static/images/celebs/img_976.jpg
224513,nm1869101,Ana de Armas,97.738,classpath:/static/images/celebs/img_224513.jpg
56734,nm1631269,Chloë Grace Moretz,95.568,classpath:/static/images/celebs/img_56734.jpg
192,nm0000151,Morgan Freeman,95.033,classpath:/static/images/celebs/img_192.jpg
1312450,nm3148372,Melanie Zanetti,94.452,classpath:/static/images/celebs/img_1312450.jpg
125025,nm1428821,Joey King,87.647,classpath:/static/images/celebs/img_125025.jpg
117642,nm0597388,Jason Momoa,87.466,classpath:/static/images/celebs/img_117642.jpg
17521,nm0717709,Kelly Reilly,85.275,classpath:/static/images/celebs/img_17521.jpg
3371804,nm12763049,Christine Bermas,85.197,classpath:/static/images/celebs/img_3371804.jpg
6161,nm0000124,Jennifer Connelly,85.191,classpath:/static/images/celebs/img_6161.jpg
1215399,nm0792263,Taylor Sheridan,82.994,classpath:/static/images/celebs/img_1215399.jpg
18918,nm0425005,Dwayne Johnson,81.026,classpath:/static/images/celebs/img_18918.jpg
111924,nm2566096,Ryan Grantham,79.933,classpath:/static/images/celebs/img_111924.jpg
1083010,nm4004793,Letitia Wright,77.471,classpath:/static/images/celebs/img_1083010.jpg
2948828,nm10918635,AJ Raval,77.102,classpath:/static/images/celebs/img_2948828.jpg
130414,nm2387806,Emily Beecham,75.071,classpath:/static/images/celebs/img_130414.jpg
31,nm0000158,Tom Hanks,74.891,classpath:/static/images/celebs/img_31.jpg
56680,nm2093766,Luke Grimes,74.313,classpath:/static/images/celebs/img_56680.jpg
936932,nm4348240,Adam DiMarco,72.48,classpath:/static/images/celebs/img_936932.jpg
114019,nm1812656,Luke Evans,72.12,classpath:/static/images/celebs/img_114019.jpg
12835,nm0004874,Vin Diesel,71.515,classpath:/static/images/celebs/img_12835.jpg
115440,nm2858875,Sydney Sweeney,71.157,classpath:/static/images/celebs/img_115440.jpg
10859,nm0005351,Ryan Reynolds,70.099,classpath:/static/images/celebs/img_10859.jpg
74568,nm1165110,Chris Hemsworth,69.301,classpath:/static/images/celebs/img_74568.jpg
1356210,nm5611121,Millie Bobby Brown,69.033,classpath:/static/images/celebs/img_1356210.jpg
205976,nm2080328,Kelsey Asbille,68.516,classpath:/static/images/celebs/img_205976.jpg
164945,nm1083404,Sarah Shahi,66.638,classpath:/static/images/celebs/img_164945.jpg
2019485,nm7474882,Kayla Wallace,66.223,classpath:/static/images/celebs/img_2019485.jpg
79127,nm0365530,Claudia Harrison,66.016,classpath:/static/images/celebs/img_79127.jpg
2524,nm0362766,Tom Hardy,64.726,classpath:/static/images/celebs/img_2524.jpg
1522703,nm7495853,Hande Erçel,63.248,classpath:/static/images/celebs/img_1522703.jpg
3287482,,Santa Pongsapak Oudompoch,63.028,classpath:/static/images/celebs/img_3287482.jpg
974169,nm4911194,Jenna Ortega,60.321,classpath:/static/images/celebs/img_974169.jpg
543261,nm2394794,Karen Gillan,59.996,classpath:/static/images/celebs/img_543261.jpg
1369057,nm3211868,Katherine Cunningham,59.553,classpath:/static/images/celebs/img_1369057.jpg
2590519,nm13391412,Han Yi-seul,59.044,classpath:/static/images/celebs/img_2590519.jpg
3896,nm0000553,Liam Neeson,58.895,classpath:/static/images/celebs/img_3896.jpg
43858,nm0403652,Ryan Hurst,58.294,classpath:/static/images/celebs/img_43858.jpg
1269,nm0000126,Kevin Costner,58.097,classpath:/static/images/celebs/img_1269.jpg
118545,nm0424848,Dakota Johnson,58.087,classpath:/static/images/celebs/img_118545.jpg
1468490,nm8588870,Kang Eun-hye,57.071,classpath:/static/images/celebs/img_1468490.jpg
5292,nm0000243,Denzel Washington,54.764,classpath:/static/images/celebs/img_5292.jpg
2472212,nm13286762,Sae Bom,54.734,classpath:/static/images/celebs/img_2472212.jpg
1333809,nm0808210,Forrie J. Smith,54.086,classpath:/static/images/celebs/img_1333809.jpg
2267919,nm10557982,Kristina Tonteri-Young,53.287,classpath:/static/images/celebs/img_2267919.jpg
73269,nm0665235,Elsa Pataky,53.132,classpath:/static/images/celebs/img_73269.jpg
6193,nm0000138,Leonardo DiCaprio,52.827,classpath:/static/images/celebs/img_6193.jpg
883,nm0001599,Will Patton,52.034,classpath:/static/images/celebs/img_883.jpg
3371806,nm13281579,Rob Guinto,52.011,classpath:/static/images/celebs/img_3371806.jpg
2230991,nm8402992,Daisy Edgar-Jones,51.766,classpath:/static/images/celebs/img_2230991.jpg
1245,nm0424060,Scarlett Johansson,51.38,classpath:/static/images/celebs/img_1245.jpg
73457,nm0695435,Chris Pratt,51.214,classpath:/static/images/celebs/img_73457.jpg
47296,nm0604742,Jeffrey Dean Morgan,51.199,classpath:/static/images/celebs/img_47296.jpg
9780,nm0000291,Angela Bassett,51.067,classpath:/static/images/celebs/img_9780.jpg
2231,nm0000168,Samuel L. Jackson,50.914,classpath:/static/images/celebs/img_2231.jpg
517,nm0000112,Pierce Brosnan,50.825,classpath:/static/images/celebs/img_517.jpg
1190668,nm3154303,Timothée Chalamet,50.414,classpath:/static/images/celebs/img_1190668.jpg
42374,nm0043704,Nicki Aycox,50.373,classpath:/static/images/celebs/img_42374.jpg
18082,nm0648249,Timothy Olyphant,49.79,classpath:/static/images/celebs/img_18082.jpg
2037,nm0614165,Cillian Murphy,49.055,classpath:/static/images/celebs/img_2037.jpg
1499908,nm6076950,Hassie Harrison,48.392,classpath:/static/images/celebs/img_1499908.jpg
1292329,nm3666289,Kimberley Sustad,48.32,classpath:/static/images/celebs/img_1292329.jpg
1371263,nm4231435,Devan Long,48.31,classpath:/static/images/celebs/img_1371263.jpg
58021,nm0000972,Tinto Brass,47.79,classpath:/static/images/celebs/img_58021.jpg
6885,nm0000234,Charlize Theron,47.649,classpath:/static/images/celebs/img_6885.jpg
3293,nm0001838,Rachel Weisz,47.524,classpath:/static/images/celebs/img_3293.jpg
20189,nm0005442,Amy Smart,47.402,classpath:/static/images/celebs/img_20189.jpg
1620,nm0000706,Michelle Yeoh,47.216,classpath:/static/images/celebs/img_1620.jpg
73968,nm0147147,Henry Cavill,47.207,classpath:/static/images/celebs/img_73968.jpg
2729190,,Becky Armstrong,47.141,classpath:/static/images/celebs/img_2729190.jpg
16828,nm0262635,Chris Evans,46.846,classpath:/static/images/celebs/img_16828.jpg
30614,nm0331516,Ryan Gosling,46.828,classpath:/static/images/celebs/img_30614.jpg
37625,nm1940449,Andrew Garfield,46.82,classpath:/static/images/celebs/img_37625.jpg
3030333,nm13544306,Wichapas Sumettikul,46.791,classpath:/static/images/celebs/img_3030333.jpg
142636,nm0391326,Josh Holloway,46.756,classpath:/static/images/celebs/img_142636.jpg
15555,nm0005305,Piper Perabo,46.595,classpath:/static/images/celebs/img_15555.jpg
1230687,nm0484916,Jennifer Landon,46.4,classpath:/static/images/celebs/img_1230687.jpg
2461,nm0000154,Mel Gibson,45.921,classpath:/static/images/celebs/img_2461.jpg
71580,nm1212722,Benedict Cumberbatch,45.791,classpath:/static/images/celebs/img_71580.jpg
287,nm0000093,Brad Pitt,45.592,classpath:/static/images/celebs/img_287.jpg
87265,nm2204178,Tenoch Huerta Mejía,45.465,classpath:/static/images/celebs/img_87265.jpg
934,nm0000128,Russell Crowe,45.423,classpath:/static/images/celebs/img_934.jpg
2349944,,Yoo Jung,45.304,classpath:/static/images/celebs/img_2349944.jpg
55089,nm1404239,Evan Peters,44.856,classpath:/static/images/celebs/img_55089.jpg
8784,nm0185819,Daniel Craig,44.848,classpath:/static/images/celebs/img_8784.jpg
3460359,nm13207968,Kat Dovey,44.826,classpath:/static/images/celebs/img_3460359.jpg
65731,nm0941777,Sam Worthington,44.729,classpath:/static/images/celebs/img_65731.jpg
3223,nm0000375,Robert Downey Jr.,44.642,classpath:/static/images/celebs/img_3223.jpg
821,nm0000350,Beverly D'Angelo,44.467,classpath:/static/images/celebs/img_821.jpg
1590797,nm5584750,Sadie Sink,44.26,classpath:/static/images/celebs/img_1590797.jpg
17419,nm0186505,Bryan Cranston,44.117,classpath:/static/images/celebs/img_17419.jpg
16431,nm0000385,Sam Elliott,43.887,classpath:/static/images/celebs/img_16431.jpg
190,nm0000142,Clint Eastwood,43.82,classpath:/static/images/celebs/img_190.jpg
13240,nm0000242,Mark Wahlberg,43.663,classpath:/static/images/celebs/img_13240.jpg
2180575,nm2068892,Franco Lo Presti,43.602,classpath:/static/images/celebs/img_2180575.jpg
18979,nm0000775,Christina Applegate,43.552,classpath:/static/images/celebs/img_18979.jpg
145143,nm2902567,Aneurin Barnard,43.521,classpath:/static/images/celebs/img_145143.jpg
22226,nm0748620,Paul Rudd,43.346,classpath:/static/images/celebs/img_22226.jpg
38673,nm1475594,Channing Tatum,43.173,classpath:/static/images/celebs/img_38673.jpg
1892,nm0000354,Matt Damon,43.126,classpath:/static/images/celebs/img_1892.jpg
93491,nm2401020,Will Poulter,43.113,classpath:/static/images/celebs/img_93491.jpg
1019,nm0586568,Mads Mikkelsen,42.855,classpath:/static/images/celebs/img_1019.jpg
135651,nm0430107,Michael B. Jordan,42.593,classpath:/static/images/celebs/img_135651.jpg
1397778,nm5896355,Anya Taylor-Joy,42.484,classpath:/static/images/celebs/img_1397778.jpg
6384,nm0000206,Keanu Reeves,42.23,classpath:/static/images/celebs/img_6384.jpg
64295,nm2024927,Alan Ritchson,41.995,classpath:/static/images/celebs/img_64295.jpg
71070,nm1086543,Amanda Seyfried,41.766,classpath:/static/images/celebs/img_71070.jpg
12708,nm0082526,Peter Billingsley,41.144,classpath:/static/images/celebs/img_12708.jpg
26723,nm0935395,Katheryn Winnick,41.076,classpath:/static/images/celebs/img_26723.jpg
501,nm0266824,Dakota Fanning,40.987,classpath:/static/images/celebs/img_501.jpg
5081,nm1289434,Emily Blunt,40.673,classpath:/static/images/celebs/img_5081.jpg
70851,nm0085312,Jack Black,40.649,classpath:/static/images/celebs/img_70851.jpg
380,nm0000134,Robert De Niro,40.54,classpath:/static/images/celebs/img_380.jpg
56731,nm0004695,Jessica Alba,40.347,classpath:/static/images/celebs/img_56731.jpg
1173984,nm4972453,Olivia Cooke,40.286,classpath:/static/images/celebs/img_1173984.jpg
1371297,nm5245722,Adria Arjona,40.215,classpath:/static/images/celebs/img_1371297.jpg
5469,nm0000146,Ralph Fiennes,40.194,classpath:/static/images/celebs/img_5469.jpg
1914924,nm11256195,Miles Wei,39.828,classpath:/static/images/celebs/img_1914924.jpg
14406,nm0001435,Lisa Kudrow,39.566,classpath:/static/images/celebs/img_14406.jpg
1424363,nm2863262,Eden Brolin,39.544,classpath:/static/images/celebs/img_1424363.jpg
112561,nm2934314,Lily Collins,39.341,classpath:/static/images/celebs/img_112561.jpg
1172108,nm5085683,Mckenna Grace,39.328,classpath:/static/images/celebs/img_1172108.jpg
1112244,nm2205858,Susan Radder,39.218,classpath:/static/images/celebs/img_1112244.jpg
10912,nm1200692,Eva Green,39.16,classpath:/static/images/celebs/img_10912.jpg
91351,nm0405103,Sarah Hyland,38.906,classpath:/static/images/celebs/img_91351.jpg
11006,nm0005188,James Marsden,38.719,classpath:/static/images/celebs/img_11006.jpg
19498,nm1256532,Jon Bernthal,38.646,classpath:/static/images/celebs/img_19498.jpg
139,nm0000235,Uma Thurman,38.491,classpath:/static/images/celebs/img_139.jpg
5293,nm0000353,Willem Dafoe,38.484,classpath:/static/images/celebs/img_5293.jpg
8691,nm0757855,Zoe Saldaña,38.409,classpath:/static/images/celebs/img_8691.jpg
42905,nm1536771,Bill Kelly,38.319,classpath:/static/images/celebs/img_42905.jpg
69597,nm0000106,Drew Barrymore,38.161,classpath:/static/images/celebs/img_69597.jpg
887,nm0005562,Owen Wilson,38.102,classpath:/static/images/celebs/img_887.jpg
2417467,,Zee Pruk Panich,38.072,classpath:/static/images/celebs/img_2417467.jpg
2203,nm0568180,Neal McDonough,38.062,classpath:/static/images/celebs/img_2203.jpg
2219,nm0001497,Tobey Maguire,38.036,classpath:/static/images/celebs/img_2219.jpg
6886,nm0000207,Christina Ricci,37.936,classpath:/static/images/celebs/img_6886.jpg
32747,nm0002332,Stephen Lang,37.683,classpath:/static/images/celebs/img_32747.jpg
60959,nm0864490,Jackie Sandler,37.272,classpath:/static/images/celebs/img_60959.jpg
98285,nm2254074,Bella Thorne,37.171,classpath:/static/images/celebs/img_98285.jpg
524,nm0000204,Natalie Portman,37.009,classpath:/static/images/celebs/img_524.jpg
2374721,,Han Seo-ah,36.989,classpath:/static/images/celebs/img_2374721.jpg
16483,nm0000230,Sylvester Stallone,36.977,classpath:/static/images/celebs/img_16483.jpg
62862,nm1144419,Danny McBride,36.973,classpath:/static/images/celebs/img_62862.jpg
62064,nm1517976,Chris Pine,36.96,classpath:/static/images/celebs/img_62064.jpg
61860,nm0821988,Marianne Stanicheva,36.785,classpath:/static/images/celebs/img_61860.jpg
83271,nm1412974,Glen Powell,36.753,classpath:/static/images/celebs/img_83271.jpg
500,nm0000129,Tom Cruise,36.612,classpath:/static/images/celebs/img_500.jpg
1558986,nm6273024,Louis Partridge,36.533,classpath:/static/images/celebs/img_1558986.jpg
55638,nm0366389,Kevin Hart,36.477,classpath:/static/images/celebs/img_55638.jpg
87722,nm0636426,Noomi Rapace,36.466,classpath:/static/images/celebs/img_87722.jpg
137905,nm0803889,Bill Skarsgård,36.431,classpath:/static/images/celebs/img_137905.jpg
1848567,nm7183747,Luke Roessler,36.416,classpath:/static/images/celebs/img_1848567.jpg
11207,nm0000667,David Thewlis,36.389,classpath:/static/images/celebs/img_11207.jpg
18324,nm0001872,Steve Zahn,36.114,classpath:/static/images/celebs/img_18324.jpg
17276,nm0124930,Gerard Butler,36.101,classpath:/static/images/celebs/img_17276.jpg
1007683,nm2930503,Jack Reynor,35.893,classpath:/static/images/celebs/img_1007683.jpg
1708576,nm8679127,Ahn So-hee,35.887,classpath:/static/images/celebs/img_1708576.jpg
119592,nm2201555,Aubrey Plaza,35.812,classpath:/static/images/celebs/img_119592.jpg
1700784,nm7230577,Mathilde Ollivier,35.811,classpath:/static/images/celebs/img_1700784.jpg
1281,nm0383603,Freddie Highmore,35.693,classpath:/static/images/celebs/img_1281.jpg
2075054,nm7675035,Jun Amaki,35.612,classpath:/static/images/celebs/img_2075054.jpg
2222,nm0000977,Beau Bridges,35.519,classpath:/static/images/celebs/img_2222.jpg
1817,nm0004802,Linda Cardellini,35.516,classpath:/static/images/celebs/img_1817.jpg
63312,nm2088803,Yvonne Strahovski,35.403,classpath:/static/images/celebs/img_63312.jpg
8210,nm0004747,Wes Bentley,35.392,classpath:/static/images/celebs/img_8210.jpg
24045,nm0330687,Joseph Gordon-Levitt,35.391,classpath:/static/images/celebs/img_24045.jpg
1186625,nm5725247,Bobby Kolli,35.372,classpath:/static/images/celebs/img_1186625.jpg
16851,nm0000982,Josh Brolin,35.368,classpath:/static/images/celebs/img_16851.jpg
10980,nm0705356,Daniel Radcliffe,35.34,classpath:/static/images/celebs/img_10980.jpg
83002,nm1567113,Jessica Chastain,35.323,classpath:/static/images/celebs/img_83002.jpg
2331879,,Kim Soo-ji,35.222,classpath:/static/images/celebs/img_2331879.jpg
4778,nm0227039,Melinda Dillon,35.184,classpath:/static/images/celebs/img_4778.jpg
3164807,,Yoon Yool,35.171,classpath:/static/images/celebs/img_3164807.jpg
10882,nm0683253,Rosamund Pike,35.009,classpath:/static/images/celebs/img_10882.jpg
234352,nm3053338,Margot Robbie,34.958,classpath:/static/images/celebs/img_234352.jpg
18277,nm0000113,Sandra Bullock,34.903,classpath:/static/images/celebs/img_18277.jpg
16937,nm0513010,Rex Linn,34.889,classpath:/static/images/celebs/img_16937.jpg
62220,nm1659348,Lauren Cohan,34.883,classpath:/static/images/celebs/img_62220.jpg
88029,nm1555340,Alison Brie,34.788,classpath:/static/images/celebs/img_88029.jpg
82809,nm1834115,Annabelle Wallis,34.738,classpath:/static/images/celebs/img_82809.jpg
11705,nm1157358,Michelle Monaghan,34.644,classpath:/static/images/celebs/img_11705.jpg
22082,nm0000327,Lacey Chabert,34.582,classpath:/static/images/celebs/img_22082.jpg
968006,nm3031063,Katherine McNamara,34.553,classpath:/static/images/celebs/img_968006.jpg
1512021,nm5411494,Scarlett Estevez,34.428,classpath:/static/images/celebs/img_1512021.jpg
1444453,nm5455622,Lucas Lynggaard Tønnesen,34.284,classpath:/static/images/celebs/img_1444453.jpg
1949148,nm3469703,Laura Surrich,34.27,classpath:/static/images/celebs/img_1949148.jpg
18973,nm0005109,Mila Kunis,34.264,classpath:/static/images/celebs/img_18973.jpg
61981,nm0003817,Michael Clarke Duncan,34.165,classpath:/static/images/celebs/img_61981.jpg
335,nm0788335,Michael Shannon,34.073,classpath:/static/images/celebs/img_335.jpg
1158,nm0000199,Al Pacino,33.938,classpath:/static/images/celebs/img_1158.jpg
23532,nm0000867,Jason Bateman,33.874,classpath:/static/images/celebs/img_23532.jpg
1331457,nm6259860,Sofia Carson,33.837,classpath:/static/images/celebs/img_1331457.jpg
418,nm0001598,Robert Patrick,33.815,classpath:/static/images/celebs/img_418.jpg
20810,nm0000613,Joely Richardson,33.782,classpath:/static/images/celebs/img_20810.jpg
2025252,nm7527792,Ester Expósito,33.747,classpath:/static/images/celebs/img_2025252.jpg
505710,nm3918035,Zendaya,33.735,classpath:/static/images/celebs/img_505710.jpg
10205,nm0000244,Sigourney Weaver,33.581,classpath:/static/images/celebs/img_10205.jpg
84224,nm1589312,Christian Serratos,33.473,classpath:/static/images/celebs/img_84224.jpg
13920,nm0000211,Mimi Rogers,33.459,classpath:/static/images/celebs/img_13920.jpg
1301092,nm4496161,Tanaya Beatty,33.414,classpath:/static/images/celebs/img_1301092.jpg
1202689,nm3725055,Jessica Henwick,33.282,classpath:/static/images/celebs/img_1202689.jpg
94423,nm1416900,Shantel VanSanten,33.274,classpath:/static/images/celebs/img_94423.jpg
92614,nm1685408,Dawn Olivieri,33.272,classpath:/static/images/celebs/img_92614.jpg
1353827,nm5347988,Taylor Russell,33.245,classpath:/static/images/celebs/img_1353827.jpg
8984,nm0000597,Bill Pullman,33.143,classpath:/static/images/celebs/img_8984.jpg
556356,nm3948952,Vanessa Kirby,33.137,classpath:/static/images/celebs/img_556356.jpg
45827,nm2230865,Ashley Greene,33.065,classpath:/static/images/celebs/img_45827.jpg
9273,nm0010736,Amy Adams,33.03,classpath:/static/images/celebs/img_9273.jpg
1137824,nm5301405,Mia Goth,33.02,classpath:/static/images/celebs/img_1137824.jpg
115679,nm2731660,Charlotte Riley,32.938,classpath:/static/images/celebs/img_115679.jpg
57755,nm0000437,Woody Harrelson,32.924,classpath:/static/images/celebs/img_57755.jpg
69225,nm0452963,Q'orianka Kilcher,32.907,classpath:/static/images/celebs/img_69225.jpg
17832,nm0001303,Carla Gugino,32.686,classpath:/static/images/celebs/img_17832.jpg
2983,nm0835016,Mark Strong,32.659,classpath:/static/images/celebs/img_2983.jpg
1073985,nm0682960,Andreas Pietschmann,32.648,classpath:/static/images/celebs/img_1073985.jpg
3165040,,Rika,32.641,classpath:/static/images/celebs/img_3165040.jpg
1385813,nm6366417,Jefferson White,32.511,classpath:/static/images/celebs/img_1385813.jpg
8985,nm0171513,Margaret Colin,32.356,classpath:/static/images/celebs/img_8985.jpg
1813,nm0004266,Anne Hathaway,32.255,classpath:/static/images/celebs/img_1813.jpg
18999,nm0799777,J.K. Simmons,32.239,classpath:/static/images/celebs/img_18999.jpg
51329,nm0177896,Bradley Cooper,32.115,classpath:/static/images/celebs/img_51329.jpg
3497,nm0151419,Kyle Chandler,32.114,classpath:/static/images/celebs/img_3497.jpg
4937,nm0000681,Vince Vaughn,32.081,classpath:/static/images/celebs/img_4937.jpg
25072,nm1209966,Oscar Isaac,32.029,classpath:/static/images/celebs/img_25072.jpg
933238,nm0272581,Rebecca Ferguson,31.983,classpath:/static/images/celebs/img_933238.jpg
83860,nm0388038,Aldis Hodge,31.982,classpath:/static/images/celebs/img_83860.jpg
109513,nm1275259,Alexandra Daddario,31.973,classpath:/static/images/celebs/img_109513.jpg
529,nm0001602,Guy Pearce,31.955,classpath:/static/images/celebs/img_529.jpg
131,nm0350453,Jake Gyllenhaal,31.93,classpath:/static/images/celebs/img_131.jpg
1283,nm0000307,Helena Bonham Carter,31.825,classpath:/static/images/celebs/img_1283.jpg
12898,nm0000741,Tim Allen,31.738,classpath:/static/images/celebs/img_12898.jpg
110,nm0001557,Viggo Mortensen,31.721,classpath:/static/images/celebs/img_110.jpg
82666,nm1055302,Rhys Darby,31.678,classpath:/static/images/celebs/img_82666.jpg
544988,nm0898913,Vineeth Radhakrishnan,31.67,classpath:/static/images/celebs/img_544988.jpg
55934,nm0169806,Taika Waititi,31.634,classpath:/static/images/celebs/img_55934.jpg
7499,nm0001467,Jared Leto,31.611,classpath:/static/images/celebs/img_7499.jpg
39995,nm0148418,Michael Cera,31.606,classpath:/static/images/celebs/img_39995.jpg
136532,nm1741002,Matt Smith,31.549,classpath:/static/images/celebs/img_136532.jpg
84497,nm0666739,Aaron Paul,31.456,classpath:/static/images/celebs/img_84497.jpg
63436,nm0432428,Jun Ji-hyun,31.395,classpath:/static/images/celebs/img_63436.jpg
74688,nm1551130,Keke Palmer,31.374,classpath:/static/images/celebs/img_74688.jpg
2876,nm0000369,Matt Dillon,31.312,classpath:/static/images/celebs/img_2876.jpg
134,nm0004937,Jamie Foxx,31.301,classpath:/static/images/celebs/img_134.jpg
1716493,nm6170168,Harris Dickinson,31.216,classpath:/static/images/celebs/img_1716493.jpg
2133,nm0000539,Dina Meyer,31.172,classpath:/static/images/celebs/img_2133.jpg
2307149,nm8594894,Daniella Rahme,31.108,classpath:/static/images/celebs/img_2307149.jpg
3895,nm0000323,Michael Caine,31.068,classpath:/static/images/celebs/img_3895.jpg
91606,nm1089991,Tom Hiddleston,31.038,classpath:/static/images/celebs/img_91606.jpg
18897,nm0000329,Jackie Chan,30.995,classpath:/static/images/celebs/img_18897.jpg
86654,nm2581521,Austin Butler,30.959,classpath:/static/images/celebs/img_86654.jpg
81685,nm0342029,Frank Grillo,30.905,classpath:/static/images/celebs/img_81685.jpg
550843,nm0647634,Elizabeth Olsen,30.828,classpath:/static/images/celebs/img_550843.jpg
1253360,nm0050959,Pedro Pascal,30.815,classpath:/static/images/celebs/img_1253360.jpg
36592,nm1519680,Saoirse Ronan,30.795,classpath:/static/images/celebs/img_36592.jpg
11288,nm1500155,Robert Pattinson,30.706,classpath:/static/images/celebs/img_11288.jpg
1229,nm0000313,Jeff Bridges,30.687,classpath:/static/images/celebs/img_1229.jpg
1306631,nm0992864,Rei Akasaka,30.597,classpath:/static/images/celebs/img_1306631.jpg
2227,nm0000173,Nicole Kidman,30.551,classpath:/static/images/celebs/img_2227.jpg
17628,nm0935541,Mary Elizabeth Winstead,30.509,classpath:/static/images/celebs/img_17628.jpg
13548,nm0000652,James Spader,30.465,classpath:/static/images/celebs/img_13548.jpg
3136,nm0000161,Salma Hayek,30.463,classpath:/static/images/celebs/img_3136.jpg
1676769,nm8014044,Clara Rosager,30.446,classpath:/static/images/celebs/img_1676769.jpg
19961,nm2400045,Nina Dobrev,30.376,classpath:/static/images/celebs/img_19961.jpg
569,nm0000160,Ethan Hawke,30.358,classpath:/static/images/celebs/img_569.jpg
2358048,nm13850742,Kim Ji-ah,30.292,classpath:/static/images/celebs/img_2358048.jpg
2331034,nm3725145,Maguy Bou Ghosn,30.281,classpath:/static/images/celebs/img_2331034.jpg
1847915,nm8744341,Humberly Gonzalez,30.258,classpath:/static/images/celebs/img_1847915.jpg
543990,nm2278896,Merritt Patterson,30.213,classpath:/static/images/celebs/img_543990.jpg
1321628,nm6077056,Morfydd Clark,30.179,classpath:/static/images/celebs/img_1321628.jpg
77700,nm1379938,Travis Fimmel,30.176,classpath:/static/images/celebs/img_77700.jpg
54693,nm1297015,Emma Stone,30.101,classpath:/static/images/celebs/img_54693.jpg
3713,nm0004920,Frances Fisher,30.086,classpath:/static/images/celebs/img_3713.jpg
20049,nm0855039,David Tennant,30.078,classpath:/static/images/celebs/img_20049.jpg
29222,nm1374980,Zac Efron,30.077,classpath:/static/images/celebs/img_29222.jpg
2963,nm0000115,Nicolas Cage,30.049,classpath:/static/images/celebs/img_2963.jpg
1549899,,Ji Eun-seo,29.941,classpath:/static/images/celebs/img_1549899.jpg
16644,nm0000185,Dolph Lundgren,29.937,classpath:/static/images/celebs/img_16644.jpg
512991,nm0534635,Richard Madden,29.891,classpath:/static/images/celebs/img_512991.jpg
1481740,nm6571349,Rose Van Ginkel,29.886,classpath:/static/images/celebs/img_1481740.jpg
2224,nm0000225,Christian Slater,29.855,classpath:/static/images/celebs/img_2224.jpg
4391,nm0001097,Charles Dance,29.796,classpath:/static/images/celebs/img_4391.jpg
34486,nm0424534,Ashley Johnson,29.692,classpath:/static/images/celebs/img_34486.jpg
4886,nm0005342,Norman Reedus,29.681,classpath:/static/images/celebs/img_4886.jpg
9827,nm0126284,Rose Byrne,29.592,classpath:/static/images/celebs/img_9827.jpg
34847,nm0731075,Emma Roberts,29.56,classpath:/static/images/celebs/img_34847.jpg
2039,nm0322407,Brendan Gleeson,29.534,classpath:/static/images/celebs/img_2039.jpg
19211,nm0813812,Ian Somerhalder,29.504,classpath:/static/images/celebs/img_19211.jpg
14415,nm0353546,Julie Hagerty,29.497,classpath:/static/images/celebs/img_14415.jpg
776,nm0000552,Eddie Murphy,29.462,classpath:/static/images/celebs/img_776.jpg
17286,nm0372176,Lena Headey,29.452,classpath:/static/images/celebs/img_17286.jpg
17605,nm0252961,Idris Elba,29.366,classpath:/static/images/celebs/img_17605.jpg
10981,nm0789716,Fiona Shaw,29.348,classpath:/static/images/celebs/img_10981.jpg
1003,nm0000606,Jean Reno,29.29,classpath:/static/images/celebs/img_1003.jpg
135524,nm1328859,Kenjiro Tsuda,29.284,classpath:/static/images/celebs/img_135524.jpg
1182725,nm2861303,Manny Montana,29.218,classpath:/static/images/celebs/img_1182725.jpg
1674769,nm4926180,Alba Baptista,29.18,classpath:/static/images/celebs/img_1674769.jpg
1461,nm0000123,George Clooney,29.174,classpath:/static/images/celebs/img_1461.jpg
2049994,nm9656542,Zhao Lusi,29.162,classpath:/static/images/celebs/img_2049994.jpg
3292,nm0396558,Nicholas Hoult,29.15,classpath:/static/images/celebs/img_3292.jpg
220448,nm2167957,Paul Anderson,29.133,classpath:/static/images/celebs/img_220448.jpg
37014,nm0314514,Lauren German,29.065,classpath:/static/images/celebs/img_37014.jpg
130640,nm2794962,Hailee Steinfeld,29.045,classpath:/static/images/celebs/img_130640.jpg
115150,nm2546012,Kaya Scodelario,29.025,classpath:/static/images/celebs/img_115150.jpg
1098962,nm4874651,Dove Cameron,29.025,classpath:/static/images/celebs/img_1098962.jpg
